_TYPE_	_NAME_	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000014	v000015	v000016	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000027	v000028	v000030	v000034	v000035	v000036	v000037	v000038	v000039	v000040	v000041	v000042	v000043	v000044	v000046	v000047	v000049	v000050	v000051	v000052	v000053	v000054	v000056	v000057	v000058	v000059	v000060	v000061	v000062	v000063	v000065	v000068	v000070	v000071	v000073	v000075	v000078	v000080	v000082	v000086	v000094	v000095	v000096	v000099	v000100	v000106	v000109	v000118	v000119	v000120	v000132	v000139	v000140	v000141	v000144	v000148	v000158	v000161	v000164	v000166	v000170	v000176	v000177	v000180	v000182	v000184	v000187	v000192	v000197	v000198	v000200	v000201	v000202	v000203	v000205	v000206	v000207	v000208	v000210	v000211	v000213	v000214	v000224	v000225	v000228	v000237	v000243	v000245	v000252	v000274	v000281	v000285	v000296	v000297	v000299	v000307	v000323	v000327	v000335	v000348	v000359	v000447	v000450	v000473	v000511	v000518	v000528	v000531	v000533	v000536	v000544	v000549	v000574	v000578	v000610	v000633	v000669	v000703	v000708	v000824	v000832	v000886	v000900	v000941
CORR	v000274	-0.217149796	0.1250754548	0.2301053488	0.1747604316	0.1837885298	-0.070484257	0.0899621056	0.0811417351	0.2243568018	0.0849308059	-0.005153047	0.3920856606	-0.143383341	-0.212280396	0.2631989872	-0.086739494	-0.01703206	-0.205555475	-0.042796459	0.0835399898	-0.122495729	0.0751983626	0.097112176	0.1155018627	-0.02202711	0.0623134338	0.0842454302	0.1238983897	0.2596871091	-0.031561003	0.1841937895	0.0678998947	0.0680889789	0.265438284	0.0489236814	-0.805139537	-0.805372029	0.1481689133	0.0543378383	0.0551570122	0.3385471121	0.0646997643	0.3250998304	0.0958403635	0.0684719088	0.1219101407	-0.051566687	-0.129964347	0.1697607964	-0.128962606	-0.047461906	-0.122778563	0.1842231244	0.293623079	-0.115827755	-0.035058012	0.018005129	0.0939428446	0.0233805894	0.3978165247	-0.859702244	-0.107037209	-0.102397353	-0.020575769	-0.100895315	0.0762006431	-0.013686945	0.0806600102	0.2143772955	-0.905939186	0.2549400374	-0.002779916	-0.001233879	0.1341353527	-0.076462556	0.1914662524	-0.999	-0.999	-0.999	-0.999	0.0728404529	-0.062481307	0.2380288034	-0.054285717	-0.999	0.1640124465	0.2457368182	0.1986438647	0.2247403139	-0.046284752	-0.999	0.0961473972	0.2538756433	0.2796560136	0.258885241	0.2593958523	0.2806857827	0.2599082692	0.2599082692	0.2599082692	0.2599082692	0.260422505	0.260422505	0.260422505	0.2609385729	0.2609385729	0.2614564864	-0.036439189	0.2672793396	0.2437119067	0.0537039776	0.1132861855	-0.999	0.1599737503	-0.756431504	1	-0.76336514	0.1747039763	0.4044882249	0.1795790799	-0.007571299	-0.770533812	0.0848096505	0.0860310271	0.1459878065	-0.781689676	-0.789442907	-0.823870465	0.028411762	0.031402036	0.1860731132	0.2329723508	-0.863734449	0.0416824592	-0.866830406	0.1331028616	0.0441885573	0.0441885573	-0.899362318	-0.899362318	-0.927647114	0.1503017621	0.6300669663	-0.999	0.2712757827	-0.999	-0.999	-0.999	0.2970780946	-0.999
CORR	v000281	-0.314526125	0.2179032259	-0.263730509	-0.080311092	-0.261932041	-0.067321562	0.1801224585	0.0999412513	0.0339182079	-0.223113857	-0.059153604	-0.215931321	0.115727029	0.1205749652	0.1066500648	0.056229411	0.0946067756	-0.129294794	0.3550288003	0.3313079887	-0.194024587	-0.187683862	0.0356809699	-0.999	-0.057305328	-0.055561001	0.0875973065	-0.999	0.2138391423	0.1547178471	-0.156193111	-0.800948891	-0.027747939	0.1194699425	-0.148317143	-0.807144296	-0.01668366	-0.808565988	0.1703845789	-0.142959992	-0.137367485	0.1813786552	-0.002363722	0.1459543216	-0.131516976	-0.82069297	-0.824564818	-0.824794473	0.2401346943	-0.826030404	-0.123749526	0.0114614683	-0.114589504	-0.845596887	0.019173075	-0.03227844	-0.848927299	-0.109630216	-0.106839662	-0.86036081	-0.023319333	-0.864175409	-0.099825453	0.186585413	0.0357413848	-0.096035565	-0.010912184	-0.899166106	-0.906612775	-0.006014343	-0.919142743	-0.939955481	-0.08046919	-0.075113639	-0.073891021	-0.072965968	-0.999	-0.999	0.0198695363	-0.999	0.2516027587	0.0234992806	-0.999	-0.999	-0.999	0.0346409117	-0.999	-0.999	-0.999	-0.999	0.0420741072	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.025920375	-0.756002497	-0.75685185	0.0653164899	-0.76336514	1	-0.766372811	-0.005552536	-0.770346655	-0.770873731	-0.002812395	-0.776244964	-0.777569919	0.0034483303	-0.785106189	-0.793406943	-0.830402727	-0.832343108	-0.840887034	-0.858389114	-0.864109635	0.0434060535	-0.876687202	-0.876687202	-0.880126615	0.0467345139	-0.887287313	-0.91188109	-0.91188109	-0.942606326	-0.967317232	-0.999	-0.999	0.0742002773	-0.999	-0.999	-0.999	-0.999	-0.999
CORR	v000285	-0.239594739	-0.153994368	0.0814416399	0.0413246125	-0.191116494	-0.066036136	-0.043126359	-0.104880771	0.0143713849	-0.101514465	-0.143582634	-0.09354198	-0.090939926	-0.208690372	0.0099135872	-0.131452477	-0.999	-0.041449268	-0.038503242	-0.195696231	-0.192985534	-0.1118082	-0.021695834	-0.184248796	-0.105952549	-0.054368958	-0.103850943	-0.102003647	0.0093734263	-0.155309672	0.3193586682	-0.154672251	0.0448992639	-0.075787248	0.0533146781	0.0235867565	-0.144537095	-0.809464138	-0.064810837	-0.064059228	0.3622725553	-0.055303659	-0.053074407	-0.000538443	-0.130473104	-0.821941878	-0.126549448	-0.826180914	0.0057868528	-0.12534815	-0.122705357	-0.039768735	-0.033770491	-0.847591073	-0.112211933	-0.111090008	-0.030667166	0.0243793457	-0.861245218	0.2180846341	-0.022190998	-0.022961048	-0.87880081	-0.882361578	0.0778187865	-0.889955371	-0.091081231	0.0437985122	-0.910553174	-0.920099122	-0.92349012	-0.080871668	-0.079424631	-0.074069175	-0.072846583	0.0106767617	-0.064257636	-0.999	-0.999	0.0761537108	-0.999	-0.058866703	-0.999	-0.999	-0.999	0.1335070124	-0.999	-0.044237774	-0.999	-0.999	-0.041485331	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.032829114	0.2216727835	-0.999	-0.028033195	-0.999	-0.756635778	-0.021637937	-0.758740711	0.1747039763	-0.766372811	1	0.0827243821	-0.771376735	-0.003969237	-0.774266734	0.0886559743	-0.778802843	0.0044877959	-0.786553599	-0.795107503	0.0312639113	-0.835203759	0.03498826	-0.862033549	-0.867975987	-0.877527339	-0.880944494	-0.880944494	0.0460925328	-0.891860082	-0.891860082	-0.917307093	0.0529446134	-0.949082378	-0.974620103	-0.999	-0.999	-0.999	-0.999	-0.999	0.0975209451	-0.999	-0.999
CORR	v000296	-0.308902552	-0.035273251	0.0451479356	0.1374791654	0.0140878098	0.1407440823	0.0857693919	0.0920776352	0.1240025062	0.0958573577	0.0864449802	0.0705478635	0.0093494654	-0.204446214	-0.042704346	-0.999	-0.199704253	-0.999	-0.033425217	-0.029230738	-0.113947094	-0.107176233	0.0151040295	-0.999	-0.176902585	-0.01088155	0.0214257677	-0.097371475	-0.075914093	-0.02257261	0.0493581312	-0.073045462	-0.021688749	-0.805707359	0.0259081053	-0.140614494	-0.140269061	0.0635051531	0.0639123453	0.0320064976	0.2613566161	0.0013657782	0.0437188951	-0.047833931	0.0450320788	0.0056032061	-0.122278148	-0.832307965	-0.833743591	-0.833743591	-0.118433546	-0.114891169	0.3155337125	-0.027965177	-0.856998356	-0.106817067	-0.026047565	-0.023856729	-0.101521844	0.4351351169	-0.880268224	0.0349465155	-0.89193311	-0.895978683	-0.896830306	0.1192318977	0.0486262797	-0.086807782	0.2612082634	-0.939183543	-0.943062271	-0.076598658	-0.975948325	-0.999	-0.999	0.1460358772	-0.999	-0.999	-0.999	-0.057657493	0.0266654471	-0.999	-0.999	-0.999	-0.999	0.2527605217	-0.999	0.2081313106	-0.999	-0.038405451	0.0477746621	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.028564456	0.0616679122	-0.755959962	-0.023769939	0.0655123519	-0.759424386	0.1256682697	-0.761781087	0.4044882249	-0.005552536	0.0827243821	1	0.1885546966	-0.776557012	-0.779181005	0.3128269463	0.0064250551	0.1546979537	-0.792942969	-0.802546989	-0.845510947	-0.847793921	-0.857791606	0.5256232295	0.1964572973	-0.895881791	-0.899791377	-0.899791377	-0.903895025	0.0519957742	-0.912298879	-0.941422821	-0.941422821	-0.977944978	0.06633373	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999
CORR	v000297	-0.308902552	-0.195519579	-0.075771453	0.1584863255	-0.103594199	-0.011825651	-0.153662871	0.0388699592	0.2633873188	-0.999	0.4473405671	0.0065762239	-0.208308147	-0.999	0.0974192794	-0.126822342	-0.076513392	-0.999	-0.002041892	-0.999	-0.064349749	0.0127627476	0.0151040295	-0.999	-0.051233825	0.0483098963	0.0214257677	-0.999	-0.153094942	-0.073725843	-0.804235476	0.6504780041	0.1024230527	-0.14863685	-0.013664602	-0.140614494	0.061686505	0.2529257662	-0.008506174	-0.137648069	0.4734542525	-0.05067693	0.129799425	0.044373996	0.2258228902	-0.827521	0.0494980448	0.2309705021	-0.121076682	-0.833743591	-0.837760957	-0.843613291	0.2132617928	0.0249540067	-0.856998356	-0.859426773	-0.860435174	0.2005034457	-0.101521844	-0.020123181	-0.098426257	-0.878275753	-0.89193311	-0.012057253	-0.093005254	0.0442918196	-0.919385541	0.2218812064	0.4948118547	-0.939183543	0.0546280856	-0.96772138	-0.075151722	-0.999	-0.999	0.2823325026	-0.059986344	-0.999	-0.057992925	-0.999	-0.999	-0.054596235	-0.999	-0.999	-0.999	-0.044171648	-0.999	0.4277672182	-0.999	0.2810607866	-0.999	0.1049657301	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.024213807	-0.755959962	0.318679304	-0.758181782	0.1241141414	-0.76039962	-0.761781087	0.1795790799	-0.770346655	-0.771376735	0.1885546966	1	-0.776557012	-0.779181005	0.2309614125	-0.784278399	-0.787506745	-0.792942969	-0.802546989	-0.845510947	-0.847793921	0.2337371156	0.4224895499	-0.884986944	0.2445718111	-0.899791377	-0.899791377	-0.903895025	-0.912298879	-0.912298879	-0.941422821	-0.941422821	-0.977944978	-0.999	0.1670204994	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999
CORR	v000299	-0.266465041	-0.112575447	-0.257956034	-0.073085927	-0.256155638	0.009560794	-0.153072556	0.0928348762	-0.218637234	-0.999	-0.211621438	-0.210112967	-0.047787067	-0.130126813	-0.999	-0.126231361	-0.199162306	-0.999	-0.120181732	-0.19090324	-0.0254948	-0.05669342	-0.054459643	-0.999	-0.176359373	-0.099050435	0.0220925445	-0.999	-0.15255074	0.0174055572	-0.072965094	-0.804946484	-0.07228388	-0.148092499	-0.013043577	-0.812287239	0.0296674439	-0.138158298	-0.137807634	0.093466923	-0.131509363	-0.050086487	0.0043003909	-0.126235739	-0.125657463	-0.12507653	-0.042439015	-0.042226176	-0.041156936	-0.834590712	-0.117888496	0.01811467	-0.855372087	-0.857733112	-0.85820804	-0.860669492	-0.105820247	-0.103767397	0.032932149	-0.100269069	-0.881861369	-0.879806804	-0.09396212	0.0420933152	-0.898682732	-0.906628912	-0.921666733	-0.921666733	0.0516112378	-0.081676706	-0.080849431	-0.970810856	-0.074606594	-0.999	-0.068029203	-0.999	-0.999	0.0261742282	-0.999	-0.999	-0.056439001	0.029800958	-0.999	-0.999	-0.044748074	-0.999	-0.999	-0.999	-0.999	-0.999	0.0483589944	-0.035475283	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.756286805	-0.756286805	-0.756551299	-0.758544263	-0.759802955	-0.760793003	-0.014942071	-0.007571299	-0.770873731	-0.003969237	-0.776557012	-0.776557012	1	-0.779843394	-0.783457246	-0.78501266	0.0092810473	0.0128384616	-0.803565338	-0.847210762	-0.849510428	-0.859651177	-0.880507688	-0.887345432	-0.898460754	-0.902406652	-0.902406652	-0.906524239	-0.915097156	-0.915097156	-0.944724465	-0.944724465	-0.98195498	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.718145722
CORR	v000307	-0.263974672	0.0832574906	0.0640822998	-0.021636535	-0.100311433	-0.08767674	0.1702200827	0.1648841293	-0.216449019	-0.025064549	-0.209431202	-0.047831886	0.1554089089	-0.078623769	0.0425003059	-0.005251246	-0.003981674	-0.120549379	0.1435280052	0.2578158657	-0.061203734	-0.104192104	0.09155075	-0.999	-0.00940596	0.1524939986	0.0522298404	-0.170459626	-0.021707418	0.1270145787	-0.148138131	-0.147659561	0.1664874121	0.107852161	-0.010529881	-0.007879436	-0.059245828	-0.135954074	0.1423518595	-0.004592852	-0.050480855	0.0775918229	0.1759631741	0.1090256656	0.0080878169	-0.122871168	-0.836329097	0.0529639356	0.0541036572	-0.03876854	-0.11568268	0.1481728221	0.1548857121	-0.105410851	-0.105187645	0.0295648932	0.0300652823	-0.872171997	0.1099949158	-0.017149453	-0.014601458	-0.096395836	0.0432038775	0.1740209421	-0.008817203	-0.91515596	-0.084056193	0.051735627	-0.081919402	0.1323957055	-0.957036271	-0.984089983	-0.993084704	-0.067045943	-0.065823563	-0.999	-0.057236418	-0.999	-0.055243206	-0.999	0.1270276539	0.1297460236	-0.999	-0.999	-0.999	0.0433003919	-0.999	0.146402929	-0.999	-0.999	0.2146923555	0.1860658851	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.757674341	-0.757674341	-0.021025555	-0.017872254	-0.761405209	0.0719126159	-0.012742959	-0.770533812	-0.002812395	-0.774266734	-0.779181005	-0.779181005	-0.779843394	1	0.0080220901	0.0091619333	0.011475019	0.1036186987	0.0205751483	-0.854366136	-0.856825956	-0.867667904	0.0473647267	0.0489590363	0.2021666533	0.0522142112	-0.91344528	-0.917831309	-0.927064664	-0.927064664	0.1516236458	-0.958873914	-0.998986332	-0.999	0.0769323116	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.71972803
CORR	v000323	-0.260790993	-0.076630669	-0.135368734	-0.017966406	-0.066798064	0.0842718304	-0.031009876	0.0655260638	0.1587820048	-0.138982013	0.3437511886	0.2748293545	-0.202776529	-0.198912038	0.1519630895	-0.195260291	-0.070141264	-0.067935881	0.0319406776	0.0818554437	-0.183190113	-0.0123021	0.1150137328	-0.174445027	-0.999	0.0552998819	0.1399064662	-0.16765078	-0.147535421	-0.145484108	-0.067517987	0.4771257343	0.1517569197	0.1114419153	-0.007318975	-0.135051222	0.0684563563	0.2736378904	-0.054147164	-0.053395902	0.410992866	-0.123878985	0.0502820382	-0.121214305	0.2765628988	-0.120054909	0.2046161877	0.2537636369	-0.843135492	-0.843135492	-0.847847568	-0.854739605	0.1584303772	0.0721013364	0.1347179392	-0.873334251	-0.874532689	0.1870716335	-0.888178345	0.143111323	-0.092857168	-0.895589864	-0.088938251	-0.006042714	-0.005774319	0.091932845	-0.944527463	0.1852424555	0.2850586106	0.005728513	0.1659911675	-0.071030683	-0.06958392	-0.064229662	-0.999	0.1821900597	-0.999	-0.999	0.031576311	-0.052092747	-0.999	-0.049032208	-0.042669687	-0.999	-0.039731122	0.1021542795	-0.036337643	0.2148306964	-0.034410388	0.2430564927	-0.999	0.1541484623	-0.02965544	-0.025961945	-0.025544474	-0.025125549	-0.025125549	-0.02470516	-0.02470516	-0.02470516	-0.02470516	-0.024283296	-0.024283296	-0.024283296	-0.023859947	-0.023859947	-0.023435102	-0.756743418	-0.759557841	-0.018659876	0.2036176656	-0.762140003	-0.013224159	-0.764712432	-0.766316138	0.0848096505	-0.776244964	0.0886559743	0.3128269463	0.2309614125	-0.783457246	0.0080220901	1	-0.792409956	-0.796200909	-0.802524173	-0.813718039	-0.864138333	-0.866858222	0.044739064	0.2007485434	-0.910961928	0.0541777265	0.0549996794	-0.928587934	-0.933463217	-0.9434987	0.0575007227	-0.978455519	-0.978455519	-0.999	-0.999	0.1728302678	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.721880576
CORR	v000327	-0.364716331	-0.0752132	-0.905827644	-0.179322753	0.8547821515	-0.935962104	-0.002996595	-0.214216827	-0.139165879	-0.211179422	-0.20549526	-0.080969298	0.279723822	-0.999	-0.196601899	-0.070040099	-0.999	-0.999	-0.999	-0.184762622	-0.10666274	-0.999	-0.047405623	0.6916235079	-0.999	-0.092356976	-0.091934133	0.7326038063	-0.807884627	-0.144339611	-0.80952974	-0.809899046	-0.143541815	-0.063876239	0.0948318732	-0.818667668	-0.819018493	-0.820677423	-0.821055448	0.0728894128	-0.82856099	-0.122733417	-0.120644404	0.0854885109	-0.119490257	0.6227371815	-0.84318666	-0.115365765	-0.114363577	0.6107649992	-0.031657909	-0.108177128	-0.870163919	-0.101447526	-0.873549407	-0.876511179	0.8197640674	-0.883458254	-0.094806716	0.0407065917	-0.09171106	0.8735093678	-0.916408249	-0.921345918	-0.922359249	-0.932064998	-0.95033909	-0.95033909	-0.077956247	-0.075507439	-0.979651108	-0.999	-0.999	0.0202177821	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.1316218852	-0.999	-0.999	0.4894005818	-0.999	-0.999	-0.999	-0.999	0.3253100806	-0.999	-0.999	0.0562507423	-0.999	-0.999	-0.755928386	-0.756170242	-0.756170242	-0.756425502	-0.756425502	-0.756425502	-0.756425502	-0.023140117	-0.7566774	-0.7566774	-0.756936184	-0.756936184	-0.757196005	0.9079752613	-0.760363996	-0.760363996	-0.017073549	-0.763029582	-0.764513338	0.3349713896	-0.008793658	0.0860310271	-0.777569919	-0.778802843	0.0064250551	-0.784278399	-0.78501266	0.0091619333	-0.792409956	1	0.5105701021	-0.804677699	-0.816236421	0.8332365661	0.2748076624	-0.883378055	-0.908544887	-0.916858608	0.0553106319	-0.935139852	0.4366076971	-0.940166129	-0.950577724	-0.950577724	-0.986924597	0.674751811	-0.999	-0.999	-0.999	-0.999	0.0860434143	0.4914540993	0.4914540993	0.6542056593	-0.999	-0.722796742
CORR	v000335	-0.299313959	0.0333991458	-0.249577661	0.0262759425	0.681089461	-0.943917885	0.0447005922	-0.020841137	-0.210207689	-0.135215618	-0.999	-0.12753979	0.1035535845	0.0253303219	-0.11966207	-0.029112877	0.0548981197	-0.999	-0.022663585	-0.182446464	-0.179732105	-0.173382543	0.0779929046	0.4256375308	-0.001932052	0.1441167691	0.0844901278	0.3860952032	0.08585544	0.0601931526	-0.811597152	-0.811995755	-0.141218494	-0.061352901	-0.003359911	-0.131581784	-0.821741753	0.0014047911	-0.129318667	-0.128614187	-0.043665279	-0.120408151	0.1161548332	0.1419317727	-0.03742428	0.2951351015	-0.113239553	-0.84791279	-0.112037818	0.3364917379	0.0238419356	0.0685368392	0.0749192135	0.1098793819	-0.098898123	-0.883225291	0.5515438178	-0.89072504	-0.899741468	-0.902138365	-0.08938483	0.386007235	-0.926065352	-0.002291978	0.1274373948	-0.942943187	-0.962640469	0.0045846552	-0.974395124	-0.989117701	-0.072354494	-0.067559404	-0.999	0.0227233804	-0.059536933	-0.05861226	-0.999	-0.999	-0.999	-0.999	-0.047950404	0.0945009014	-0.999	0.1463434275	-0.036264394	-0.999	-0.999	-0.03094479	0.0545296375	-0.999	0.0574644553	-0.026996367	-0.999	-0.757098091	-0.757359114	-0.757621101	-0.757621101	-0.757888909	-0.757888909	-0.757888909	-0.757888909	-0.758158485	-0.758158485	-0.758158485	-0.758434561	-0.758434561	-0.758711172	0.5063183387	-0.762080203	-0.762080203	-0.762417294	0.0751728075	-0.766496259	0.8562816787	-0.769500886	0.1459878065	0.0034483303	0.0044877959	0.1546979537	-0.787506745	0.0092810473	0.011475019	-0.796200909	0.5105701021	1	-0.809254587	-0.821596318	0.4030825482	0.045192463	-0.893518864	-0.920573646	0.9206302103	-0.944026418	-0.949230062	0.2929240373	0.0592582582	0.060930616	-0.965930225	0.0660960447	0.4093291621	-0.999	0.8740590207	-0.999	-0.999	-0.999	0.343862258	0.343862258	0.4413693799	-0.71923031	-0.724754848
CORR	v000348	0.3818176264	0.097791616	0.0465811863	0.0121047802	-0.088513856	0.0256243086	-0.053462809	0.0104739015	0.1420625675	-0.999	0.020756524	-0.123655303	-0.121149926	-0.067318909	0.0040104932	-0.063274073	-0.062063242	0.0377933528	-0.107078459	0.0911341214	-0.049907357	-0.093480583	-0.091330116	-0.090923224	-0.798407234	0.1819919641	-0.085523597	-0.083676537	-0.010443473	-0.138442622	-0.815069426	-0.059358264	0.1408016027	0.1427405131	-0.823084774	0.0033688395	-0.048546507	0.0457169806	-0.046502445	-0.045751505	0.0128408988	-0.841739396	0.0180385966	-0.846321913	0.0933219812	-0.03292776	-0.854948554	-0.109462709	-0.85739297	-0.85739297	-0.025264358	-0.102273381	-0.887074024	0.0392715414	0.2124579744	0.3597918424	-0.896123228	-0.010211023	-0.088902548	-0.915772315	-0.085806952	-0.922315905	0.1300015637	-0.948633452	0.1317396828	-0.961485142	-0.074189583	0.2381059536	-0.072053134	-0.999	-0.999	0.2504969714	0.1819547773	-0.999	0.0830573229	-0.999	0.4978648646	0.0947611777	0.2021230424	-0.999	-0.999	0.9600664399	0.0495600098	-0.999	-0.032693005	-0.999	0.0563106372	-0.999	0.0583653714	-0.025811112	-0.024625039	-0.756604139	0.0634350298	0.0673731759	0.0678183114	0.0682649992	0.0682649992	0.0687132504	0.0687132504	0.0687132504	0.0687132504	0.0691630765	0.0691630765	0.0691630765	0.0696144887	0.0696144887	0.0700674985	-0.761557734	-0.764951617	0.0751594777	-0.011188906	-0.768071586	-0.769813756	-0.771175117	-0.773122107	-0.781689676	-0.785106189	-0.786553599	-0.792942969	-0.792942969	0.0128384616	0.1036186987	-0.802524173	-0.804677699	-0.809254587	1	-0.830616754	-0.892680234	-0.896056591	-0.910696146	-0.941064341	-0.951097865	-0.967404919	0.0619645772	-0.973309102	-0.979420139	-0.992086162	0.0644627898	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.721972079	-0.721972079	-0.728017688
CORR	v000359	-0.2464679	0.119068359	-0.1687309	-0.001456546	-0.943260838	-0.038265884	-0.999	-0.999	-0.999	-0.125270254	-0.031106564	-0.117592344	-0.999	-0.999	-0.109713133	-0.999	-0.999	-0.999	-0.999	-0.007552567	-0.170606815	0.0628904092	-0.799896351	0.4476703372	-0.158757121	-0.079883186	-0.028230493	-0.803545912	-0.818906789	-0.053980092	-0.13270872	-0.132229798	-0.053129808	0.0410519029	-0.830581413	-0.833885788	-0.12208375	-0.040822432	-0.837171736	-0.838266843	-0.847595316	-0.852489009	-0.85669386	-0.857888789	-0.859131955	-0.860407504	-0.868007722	-0.10388334	-0.870929461	-0.870929461	0.0753031697	-0.887768382	-0.091073739	0.1209441681	-0.910832372	-0.915030031	-0.916794806	-0.0861136	-0.93699111	-0.94019586	0.1321913403	-0.948019913	-0.97234693	-0.979535266	-0.981025589	-0.995163127	-0.068611151	-0.999	-0.999	-0.999	-0.999	-0.999	-0.056959916	0.0325877726	-0.999	-0.049461986	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.756528808	-0.757698793	-0.757698793	-0.758699965	-0.759485867	-0.760308523	-0.760875886	-0.763639771	-0.763975819	-0.764304179	-0.764304179	-0.764653649	-0.764653649	-0.764653649	-0.764653649	-0.764990841	-0.764990841	-0.764990841	-0.765347455	-0.765347455	-0.765702022	-0.766060797	-0.00607347	-0.770013877	-0.005630235	-0.773633003	-0.000643786	-0.777235664	0.0904156985	-0.789442907	-0.793406943	-0.795107503	-0.802546989	-0.802546989	-0.803565338	0.0205751483	-0.813718039	-0.816236421	-0.821596318	-0.830616754	1	-0.920205026	-0.92413733	-0.941663593	-0.978090444	-0.990222476	0.0666509217	-0.999	-0.999	0.0682972593	-0.999	-0.999	-0.999	-0.999	0.1735742999	-0.999	-0.999	-0.999	-0.999	-0.719299814	-0.719299814	-0.726785578	-0.726785578	-0.733733418
CORR	v000447	-0.336501802	-0.070031245	-0.999	-0.098452808	0.8184522025	-0.13560172	-0.064247676	-0.058636546	-0.183408977	-0.999	-0.999	-0.008051694	0.2771929188	-0.799288661	-0.090337812	-0.800765647	-0.163861428	-0.802139082	-0.081639892	-0.805389547	-0.806982346	-0.811249308	-0.065897627	0.7416333947	-0.815615068	-0.139415241	-0.817352109	0.8201034002	-0.844652344	-0.034637453	-0.848461972	-0.849319458	-0.849616093	-0.112670975	0.2200006205	-0.869697906	-0.870556978	-0.874391242	-0.021123307	-0.020373696	-0.892950967	-0.901275022	-0.091368941	0.1210906173	-0.090214373	0.6646025804	-0.927942087	-0.928786915	0.0933252318	0.7748836968	-0.082442358	-0.962417773	-0.994680536	-0.072170413	-0.999	-0.999	0.8497658194	-0.068321511	-0.999	0.0188047134	-0.062437457	0.8718393027	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.0359586671	0.0385602062	-0.999	-0.999	-0.999	0.0517559275	-0.999	-0.999	-0.756872152	-0.758056946	-0.758056946	-0.758268267	0.0653582537	-0.760243066	-0.764937069	0.6305157369	-0.767397133	-0.768400372	-0.770505474	-0.772401311	0.3443611496	-0.774003011	-0.775278809	-0.776612081	-0.777518734	-0.781986341	-0.782518364	-0.783050114	-0.783050114	-0.783604466	-0.783604466	-0.783604466	-0.783604466	0.0941599498	-0.784165113	-0.784165113	-0.784732201	-0.784732201	-0.785309323	0.9844668575	-0.79226123	-0.79226123	0.0120767221	-0.798122574	-0.801400471	0.3715878041	0.0203324639	-0.823870465	-0.830402727	0.0312639113	-0.845510947	-0.845510947	-0.847210762	-0.854366136	-0.864138333	0.8332365661	0.4030825482	-0.892680234	-0.920205026	1	0.1642123621	-0.999	-0.999	-0.999	0.0841790962	-0.999	0.3556370898	-0.999	-0.999	-0.999	-0.999	0.6299508607	-0.999	-0.999	0.1095649894	-0.722279923	0.1147437585	0.4065355477	0.4065355477	0.6532431076	-0.747778454	-0.758754866
